prolific_id	round	cognitive_uncertainty	time_late	present_value
"5590a34cfdf99b729d4f69dc"	1	25	47	43.18182
"5590a34cfdf99b729d4f69dc"	2	35	84	58.69565
"5590a34cfdf99b729d4f69dc"	3	25	36	47.5
"5590a34cfdf99b729d4f69dc"	4	30	6	40.47619
"5590a34cfdf99b729d4f69dc"	5	30	84	36.95652
"5590a34cfdf99b729d4f69dc"	6	20	24	42.5
"5590a34cfdf99b729d4f69dc"	7	35	12	54.76191
"5590a34cfdf99b729d4f69dc"	8	25	12	45.23809
"5590a34cfdf99b729d4f69dc"	9	35	83	62.5
"5590a34cfdf99b729d4f69dc"	10	5	1	17.5
"5590a34cfdf99b729d4f69dc"	11	20	6	50
"5590a34cfdf99b729d4f69dc"	12	20	.25	29.54545
"5590a34cfdf99b729d4f69dc"	13	30	8	27.27273
"5590a34cfdf99b729d4f69dc"	14	25	4	27.27273
"5590a34cfdf99b729d4f69dc"	15	25	4	22.72727
"5590a34cfdf99b729d4f69dc"	16	5	.25	4.347826
"5590a34cfdf99b729d4f69dc"	17	10	.25	4.347826
"5590a34cfdf99b729d4f69dc"	18	10	2	18.51852
"5596a991fdf99b2d1e834690"	1	15	6	45.23809
"5596a991fdf99b2d1e834690"	2	0	23	18
"5596a991fdf99b2d1e834690"	3	10	8	38
"5596a991fdf99b2d1e834690"	4	10	6	21.42857
"5596a991fdf99b2d1e834690"	5	0	4	58
"5596a991fdf99b2d1e834690"	6	0	1	69.04762
"5596a991fdf99b2d1e834690"	7	15	6	45.23809
"5596a991fdf99b2d1e834690"	8	0	24	18
"5596a991fdf99b2d1e834690"	9	5	11	18
"5596a991fdf99b2d1e834690"	10	0	1	69.04762
"5596a991fdf99b2d1e834690"	11	0	4	58
"5596a991fdf99b2d1e834690"	12	10	12	45.23809
"5596a991fdf99b2d1e834690"	13	0	36	19.23077
"5596a991fdf99b2d1e834690"	14	0	8	39.47369
"5596a991fdf99b2d1e834690"	15	0	4	31.57895
"5596a991fdf99b2d1e834690"	16	0	1	50
"5596a991fdf99b2d1e834690"	17	0	4	31.57895
"5596a991fdf99b2d1e834690"	18	0	1	37.5
"55c4ea6dfdf99b4adb996618"	1	20	4	84.78261
"55c4ea6dfdf99b4adb996618"	2	20	4	80.43478
"55c4ea6dfdf99b4adb996618"	3	30	6	77.08333
"55c4ea6dfdf99b4adb996618"	4	5	.25	97.72727
"55c4ea6dfdf99b4adb996618"	5	5	.25	97.72727
"55c4ea6dfdf99b4adb996618"	6	15	4	89.13044
"55c4ea6dfdf99b4adb996618"	7	20	.25	85.41667
"55c4ea6dfdf99b4adb996618"	8	20	8	84.78261
"55c4ea6dfdf99b4adb996618"	9	20	2	88.09524
"55c4ea6dfdf99b4adb996618"	10	35	6	68.75
"55c4ea6dfdf99b4adb996618"	11	30	11	54.76191
"55c4ea6dfdf99b4adb996618"	12	30	12	77.08333
"55c4ea6dfdf99b4adb996618"	13	35	6	100
"55c4ea6dfdf99b4adb996618"	14	30	12	76.92308
"55c4ea6dfdf99b4adb996618"	15	30	48	65.21739
"55c4ea6dfdf99b4adb996618"	16	40	48	65.21739
"55c4ea6dfdf99b4adb996618"	17	20	24	89.28571
"55c4ea6dfdf99b4adb996618"	18	20	6	96.15385
"570f018053cc8f000f8d4bbb"	1	0	12	60.41667
"570f018053cc8f000f8d4bbb"	2	0	6	72.91667
"570f018053cc8f000f8d4bbb"	3	0	6	60.41667
"570f018053cc8f000f8d4bbb"	4	0	4	56.81818
"570f018053cc8f000f8d4bbb"	5	0	24	74
"570f018053cc8f000f8d4bbb"	6	0	11	74
"570f018053cc8f000f8d4bbb"	7	0	24	74
"570f018053cc8f000f8d4bbb"	8	0	6	64.58333
"570f018053cc8f000f8d4bbb"	9	0	4	75
"570f018053cc8f000f8d4bbb"	10	0	8	75
"570f018053cc8f000f8d4bbb"	11	0	23	74
"570f018053cc8f000f8d4bbb"	12	5	48	68.75
"570f018053cc8f000f8d4bbb"	13	0	8	72.72727
"570f018053cc8f000f8d4bbb"	14	0	2	73.07692
"570f018053cc8f000f8d4bbb"	15	0	4	72.72727
"570f018053cc8f000f8d4bbb"	16	0	48	67.85714
"570f018053cc8f000f8d4bbb"	17	0	48	67.85714
"570f018053cc8f000f8d4bbb"	18	0	4	72.72727
"57dda8dc5e1b5f0001d2d5b1"	1	15	11	82
"57dda8dc5e1b5f0001d2d5b1"	2	40	24	62
"57dda8dc5e1b5f0001d2d5b1"	3	35	4	89.13044
"57dda8dc5e1b5f0001d2d5b1"	4	30	8	67.3913
"57dda8dc5e1b5f0001d2d5b1"	5	25	84	47.5
"57dda8dc5e1b5f0001d2d5b1"	6	10	2	97.5
"57dda8dc5e1b5f0001d2d5b1"	7	50	47	50
"57dda8dc5e1b5f0001d2d5b1"	8	55	36	45.65218
"57dda8dc5e1b5f0001d2d5b1"	9	40	36	54.34782
"57dda8dc5e1b5f0001d2d5b1"	10	30	5	88.63636
"57dda8dc5e1b5f0001d2d5b1"	11	20	4	89.13044
"57dda8dc5e1b5f0001d2d5b1"	12	40	8	71.73913
"57dda8dc5e1b5f0001d2d5b1"	13	50	84	37.5
"57dda8dc5e1b5f0001d2d5b1"	14	20	.25	97.36842
"57dda8dc5e1b5f0001d2d5b1"	15	45	6	83.33333
"57dda8dc5e1b5f0001d2d5b1"	16	45	12	64.81481
"57dda8dc5e1b5f0001d2d5b1"	17	20	.25	97.36842
"57dda8dc5e1b5f0001d2d5b1"	18	35	6	77.77778
"5800e50de3536e00012840f4"	1	0	4	63.04348
"5800e50de3536e00012840f4"	2	0	4	63.04348
"5800e50de3536e00012840f4"	3	0	11	22.5
"5800e50de3536e00012840f4"	4	0	.25	84.78261
"5800e50de3536e00012840f4"	5	0	6	63.04348
"5800e50de3536e00012840f4"	6	0	5	63.04348
"5800e50de3536e00012840f4"	7	0	12	63.04348
"5800e50de3536e00012840f4"	8	0	4	63.04348
"5800e50de3536e00012840f4"	9	0	.25	84.78261
"5800e50de3536e00012840f4"	10	0	8	63.04348
"5800e50de3536e00012840f4"	11	0	6	63.04348
"5800e50de3536e00012840f4"	12	0	24	20.45455
"5800e50de3536e00012840f4"	13	30	36	28.84615
"5800e50de3536e00012840f4"	14	30	12	65.21739
"5800e50de3536e00012840f4"	15	30	2	68.18182
"5800e50de3536e00012840f4"	16	30	6	54.34782
"5800e50de3536e00012840f4"	17	25	2	79.54546
"5800e50de3536e00012840f4"	18	30	6	76.08696
"5842eb2904e7550001a06b14"	1	0	8	98
"5842eb2904e7550001a06b14"	2	0	2	97.72727
"5842eb2904e7550001a06b14"	3	40	84	52.5
"5842eb2904e7550001a06b14"	4	0	4	98
"5842eb2904e7550001a06b14"	5	0	1	97.91667
"5842eb2904e7550001a06b14"	6	0	4	98
"5842eb2904e7550001a06b14"	7	0	6	97.61904
"5842eb2904e7550001a06b14"	8	0	8	98
"5842eb2904e7550001a06b14"	9	20	6	83.33333
"5842eb2904e7550001a06b14"	10	20	47	63.04348
"5842eb2904e7550001a06b14"	11	20	12	83.33333
"5842eb2904e7550001a06b14"	12	20	84	52.5
"5842eb2904e7550001a06b14"	13	0	4	100
"5842eb2904e7550001a06b14"	14	0	2	100
"5842eb2904e7550001a06b14"	15	0	4	100
"5842eb2904e7550001a06b14"	16	10	24	75
"5842eb2904e7550001a06b14"	17	0	2	100
"5842eb2904e7550001a06b14"	18	0	8	100
"589a46af57995d0001a8a03a"	1	15	2	89.58333
"589a46af57995d0001a8a03a"	2	20	5	81.25
"589a46af57995d0001a8a03a"	3	25	1	87.5
"589a46af57995d0001a8a03a"	4	0	84	2.5
"589a46af57995d0001a8a03a"	5	20	12	86
"589a46af57995d0001a8a03a"	6	15	6	90
"589a46af57995d0001a8a03a"	7	40	47	2.083333
"589a46af57995d0001a8a03a"	8	25	6	78
"589a46af57995d0001a8a03a"	9	35	2	89.58333
"589a46af57995d0001a8a03a"	10	15	48	2.272727
"589a46af57995d0001a8a03a"	11	20	36	2.5
"589a46af57995d0001a8a03a"	12	20	6	86
"589a46af57995d0001a8a03a"	13	15	48	5
"589a46af57995d0001a8a03a"	14	20	12	80
"589a46af57995d0001a8a03a"	15	10	6	88
"589a46af57995d0001a8a03a"	16	20	24	48.07692
"589a46af57995d0001a8a03a"	17	25	6	88
"589a46af57995d0001a8a03a"	18	35	24	3.846154
"591f9101acfd340001376293"	1	10	6	50
"591f9101acfd340001376293"	2	20	48	100
"591f9101acfd340001376293"	3	5	1	75
"591f9101acfd340001376293"	4	20	4	47.91666
"591f9101acfd340001376293"	5	10	5	60.41667
"591f9101acfd340001376293"	6	10	8	100
"591f9101acfd340001376293"	7	15	4	47.91666
"591f9101acfd340001376293"	8	10	1	2.272727
"591f9101acfd340001376293"	9	20	.25	2.5
"591f9101acfd340001376293"	10	15	6	50
"591f9101acfd340001376293"	11	10	6	58
"591f9101acfd340001376293"	12	20	12	2
"591f9101acfd340001376293"	13	20	4	57.69231
"591f9101acfd340001376293"	14	20	48	63.63636
"591f9101acfd340001376293"	15	20	2	76.92308
"591f9101acfd340001376293"	16	10	4	69.23077
"591f9101acfd340001376293"	17	20	8	57.69231
"591f9101acfd340001376293"	18	10	48	45.45455
"5a49d6a06d85f80001c25bc4"	1	20	4	61.36364
"5a49d6a06d85f80001c25bc4"	2	60	48	2.380952
"5a49d6a06d85f80001c25bc4"	3	55	47	18
"5a49d6a06d85f80001c25bc4"	4	40	48	26.19048
"5a49d6a06d85f80001c25bc4"	5	35	6	63.04348
"5a49d6a06d85f80001c25bc4"	6	30	8	47.72727
"5a49d6a06d85f80001c25bc4"	7	0	84	2.5
"5a49d6a06d85f80001c25bc4"	8	15	12	45.65218
"5a49d6a06d85f80001c25bc4"	9	25	4	75
"5a49d6a06d85f80001c25bc4"	10	30	6	71.73913
"5a49d6a06d85f80001c25bc4"	11	40	4	70.45454
"5a49d6a06d85f80001c25bc4"	12	35	23	19.56522
"5a49d6a06d85f80001c25bc4"	13	30	6	74.07407
"5a49d6a06d85f80001c25bc4"	14	40	24	37.03704
"5a49d6a06d85f80001c25bc4"	15	30	6	74.07407
"5a49d6a06d85f80001c25bc4"	16	30	12	70.37037
"5a49d6a06d85f80001c25bc4"	17	15	.25	97.5
"5a49d6a06d85f80001c25bc4"	18	35	24	74.07407
"5a9c4f546219a30001f53229"	1	75	23	18.75
"5a9c4f546219a30001f53229"	2	60	4	52.5
"5a9c4f546219a30001f53229"	3	30	1	47.5
"5a9c4f546219a30001f53229"	4	30	36	39.58334
"5a9c4f546219a30001f53229"	5	40	24	31.25
"5a9c4f546219a30001f53229"	6	30	24	35.41666
"5a9c4f546219a30001f53229"	7	10	.25	84.0909
"5a9c4f546219a30001f53229"	8	70	4	52.5
"5a9c4f546219a30001f53229"	9	60	47	27.08333
"5a9c4f546219a30001f53229"	10	30	4	52.5
"5a9c4f546219a30001f53229"	11	30	8	52.5
"5a9c4f546219a30001f53229"	12	10	83	18.75
"5a9c4f546219a30001f53229"	13	10	84	31.25
"5a9c4f546219a30001f53229"	14	30	24	21.73913
"5a9c4f546219a30001f53229"	15	20	6	50
"5a9c4f546219a30001f53229"	16	15	6	50
"5a9c4f546219a30001f53229"	17	35	12	37.5
"5a9c4f546219a30001f53229"	18	10	84	31.25
"5ab4149e0527ba0001c1656e"	1	30	4	77.08333
"5ab4149e0527ba0001c1656e"	2	15	48	54.76191
"5ab4149e0527ba0001c1656e"	3	10	84	39.58334
"5ab4149e0527ba0001c1656e"	4	20	1	81.25
"5ab4149e0527ba0001c1656e"	5	25	1	87.5
"5ab4149e0527ba0001c1656e"	6	40	23	63.04348
"5ab4149e0527ba0001c1656e"	7	50	24	52.5
"5ab4149e0527ba0001c1656e"	8	40	83	45.23809
"5ab4149e0527ba0001c1656e"	9	30	4	68.75
"5ab4149e0527ba0001c1656e"	10	20	1	92.5
"5ab4149e0527ba0001c1656e"	11	45	4	89.58333
"5ab4149e0527ba0001c1656e"	12	35	8	85.41667
"5ab4149e0527ba0001c1656e"	13	35	8	77.77778
"5ab4149e0527ba0001c1656e"	14	35	4	83.33333
"5ab4149e0527ba0001c1656e"	15	60	48	45.45455
"5ab4149e0527ba0001c1656e"	16	60	48	45.45455
"5ab4149e0527ba0001c1656e"	17	10	.25	94.73685
"5ab4149e0527ba0001c1656e"	18	30	4	88.88889
"5b0319e68d753d0001cc75c7"	1	30	12	45.23809
"5b0319e68d753d0001cc75c7"	2	40	8	59.52381
"5b0319e68d753d0001cc75c7"	3	5	.25	100
"5b0319e68d753d0001cc75c7"	4	0	.25	97.72727
"5b0319e68d753d0001cc75c7"	5	30	4	69.04762
"5b0319e68d753d0001cc75c7"	6	50	6	45.23809
"5b0319e68d753d0001cc75c7"	7	40	83	2.083333
"5b0319e68d753d0001cc75c7"	8	40	2	76.08696
"5b0319e68d753d0001cc75c7"	9	30	2	36.95652
"5b0319e68d753d0001cc75c7"	10	35	6	35.71429
"5b0319e68d753d0001cc75c7"	11	30	6	50
"5b0319e68d753d0001cc75c7"	12	30	4	88.09524
"5b0319e68d753d0001cc75c7"	13	40	6	40.90909
"5b0319e68d753d0001cc75c7"	14	30	12	54.54546
"5b0319e68d753d0001cc75c7"	15	50	6	45.45455
"5b0319e68d753d0001cc75c7"	16	50	24	17.85714
"5b0319e68d753d0001cc75c7"	17	80	84	95
"5b0319e68d753d0001cc75c7"	18	35	84	50
"5b18647968a5ed00017343ec"	1	80	4	81.25
"5b18647968a5ed00017343ec"	2	20	4	39.58334
"5b18647968a5ed00017343ec"	3	0	48	2.380952
"5b18647968a5ed00017343ec"	4	10	2	60.41667
"5b18647968a5ed00017343ec"	5	10	11	19.56522
"5b18647968a5ed00017343ec"	6	80	4	81.25
"5b18647968a5ed00017343ec"	7	20	47	2.083333
"5b18647968a5ed00017343ec"	8	0	.25	100
"5b18647968a5ed00017343ec"	9	0	2	97.91667
"5b18647968a5ed00017343ec"	10	0	83	2.380952
"5b18647968a5ed00017343ec"	11	30	8	18.75
"5b18647968a5ed00017343ec"	12	30	36	2.380952
"5b18647968a5ed00017343ec"	13	30	24	5
"5b18647968a5ed00017343ec"	14	20	8	41.66666
"5b18647968a5ed00017343ec"	15	10	24	5
"5b18647968a5ed00017343ec"	16	10	36	4.761905
"5b18647968a5ed00017343ec"	17	40	4	62.5
"5b18647968a5ed00017343ec"	18	20	4	62.5
"5b21259ce5cd900001125a0b"	1	0	36	2.5
"5b21259ce5cd900001125a0b"	2	0	11	10.41667
"5b21259ce5cd900001125a0b"	3	15	1	35.71429
"5b21259ce5cd900001125a0b"	4	35	.25	72.5
"5b21259ce5cd900001125a0b"	5	0	36	2.5
"5b21259ce5cd900001125a0b"	6	0	23	2.272727
"5b21259ce5cd900001125a0b"	7	10	8	12.5
"5b21259ce5cd900001125a0b"	8	25	5	21.42857
"5b21259ce5cd900001125a0b"	9	35	4	37.5
"5b21259ce5cd900001125a0b"	10	0	8	2.5
"5b21259ce5cd900001125a0b"	11	0	48	2.380952
"5b21259ce5cd900001125a0b"	12	20	4	32.5
"5b21259ce5cd900001125a0b"	13	0	24	1.785714
"5b21259ce5cd900001125a0b"	14	0	4	25
"5b21259ce5cd900001125a0b"	15	5	4	50
"5b21259ce5cd900001125a0b"	16	0	36	1.785714
"5b21259ce5cd900001125a0b"	17	0	8	2.272727
"5b21259ce5cd900001125a0b"	18	0	36	1.785714
"5b2bfb37163ead00013fb8b4"	1	45	48	64.28571
"5b2bfb37163ead00013fb8b4"	2	10	6	97.91667
"5b2bfb37163ead00013fb8b4"	3	0	1	97.61904
"5b2bfb37163ead00013fb8b4"	4	5	4	97.5
"5b2bfb37163ead00013fb8b4"	5	10	8	97.5
"5b2bfb37163ead00013fb8b4"	6	45	84	27.5
"5b2bfb37163ead00013fb8b4"	7	5	4	97.5
"5b2bfb37163ead00013fb8b4"	8	40	23	52.27272
"5b2bfb37163ead00013fb8b4"	9	5	4	97.5
"5b2bfb37163ead00013fb8b4"	10	10	6	97.91667
"5b2bfb37163ead00013fb8b4"	11	40	48	40.47619
"5b2bfb37163ead00013fb8b4"	12	10	12	97.91667
"5b2bfb37163ead00013fb8b4"	13	50	84	46.2963
"5b2bfb37163ead00013fb8b4"	14	0	.25	100
"5b2bfb37163ead00013fb8b4"	15	5	6	97.72727
"5b2bfb37163ead00013fb8b4"	16	0	.25	100
"5b2bfb37163ead00013fb8b4"	17	10	12	95.45454
"5b2bfb37163ead00013fb8b4"	18	5	6	97.72727
"5b6f49b7d60bdd0001ade437"	1	0	4	97.82609
"5b6f49b7d60bdd0001ade437"	2	0	4	97.82609
"5b6f49b7d60bdd0001ade437"	3	20	84	73.80952
"5b6f49b7d60bdd0001ade437"	4	0	1	97.61904
"5b6f49b7d60bdd0001ade437"	5	0	4	97.82609
"5b6f49b7d60bdd0001ade437"	6	0	6	97.61904
"5b6f49b7d60bdd0001ade437"	7	0	12	97.61904
"5b6f49b7d60bdd0001ade437"	8	0	.25	97.91667
"5b6f49b7d60bdd0001ade437"	9	0	8	97.82609
"5b6f49b7d60bdd0001ade437"	10	10	36	92.85714
"5b6f49b7d60bdd0001ade437"	11	0	6	97.61904
"5b6f49b7d60bdd0001ade437"	12	10	36	92.85714
"5b6f49b7d60bdd0001ade437"	13	10	48	88.88889
"5b6f49b7d60bdd0001ade437"	14	0	12	97.5
"5b6f49b7d60bdd0001ade437"	15	5	6	100
"5b6f49b7d60bdd0001ade437"	16	5	6	97.5
"5b6f49b7d60bdd0001ade437"	17	10	48	88.88889
"5b6f49b7d60bdd0001ade437"	18	0	.25	100
"5b75f06565273700016bac4c"	1	20	.25	69.04762
"5b75f06565273700016bac4c"	2	15	4	81.25
"5b75f06565273700016bac4c"	3	45	84	43.18182
"5b75f06565273700016bac4c"	4	10	.25	97.82609
"5b75f06565273700016bac4c"	5	25	83	43.18182
"5b75f06565273700016bac4c"	6	15	4	85.41667
"5b75f06565273700016bac4c"	7	45	8	60.41667
"5b75f06565273700016bac4c"	8	20	1	77.08333
"5b75f06565273700016bac4c"	9	15	1	93.75
"5b75f06565273700016bac4c"	10	30	2	77.5
"5b75f06565273700016bac4c"	11	40	8	81.25
"5b75f06565273700016bac4c"	12	20	84	43.18182
"5b75f06565273700016bac4c"	13	30	2	50
"5b75f06565273700016bac4c"	14	15	6	83.33333
"5b75f06565273700016bac4c"	15	10	12	72.22222
"5b75f06565273700016bac4c"	16	25	6	83.33333
"5b75f06565273700016bac4c"	17	35	2	90
"5b75f06565273700016bac4c"	18	40	36	37.03704
"5b91d329cc81a400017a32ec"	1	40	48	38
"5b91d329cc81a400017a32ec"	2	15	4	64.58333
"5b91d329cc81a400017a32ec"	3	15	4	64.58333
"5b91d329cc81a400017a32ec"	4	40	48	42
"5b91d329cc81a400017a32ec"	5	10	4	64.58333
"5b91d329cc81a400017a32ec"	6	75	12	21.42857
"5b91d329cc81a400017a32ec"	7	10	8	64.58333
"5b91d329cc81a400017a32ec"	8	80	24	26.19048
"5b91d329cc81a400017a32ec"	9	60	11	18.75
"5b91d329cc81a400017a32ec"	10	50	83	20.45455
"5b91d329cc81a400017a32ec"	11	10	6	30.95238
"5b91d329cc81a400017a32ec"	12	30	6	35.71429
"5b91d329cc81a400017a32ec"	13	10	12	53.57143
"5b91d329cc81a400017a32ec"	14	10	6	71.42857
"5b91d329cc81a400017a32ec"	15	30	6	71.42857
"5b91d329cc81a400017a32ec"	16	70	48	26.31579
"5b91d329cc81a400017a32ec"	17	70	48	52.63158
"5b91d329cc81a400017a32ec"	18	60	1	50
"5bb6413cb4dca50001df0096"	1	100	36	97.5
"5bb6413cb4dca50001df0096"	2	100	84	98
"5bb6413cb4dca50001df0096"	3	90	6	84.78261
"5bb6413cb4dca50001df0096"	4	100	12	97.82609
"5bb6413cb4dca50001df0096"	5	25	1	72.5
"5bb6413cb4dca50001df0096"	6	80	6	84.78261
"5bb6413cb4dca50001df0096"	7	85	6	84.78261
"5bb6413cb4dca50001df0096"	8	100	84	98
"5bb6413cb4dca50001df0096"	9	55	1	81.25
"5bb6413cb4dca50001df0096"	10	95	11	88.63636
"5bb6413cb4dca50001df0096"	11	10	.25	84.78261
"5bb6413cb4dca50001df0096"	12	100	5	97.5
"5bb6413cb4dca50001df0096"	13	80	6	55.55556
"5bb6413cb4dca50001df0096"	14	70	12	41.66666
"5bb6413cb4dca50001df0096"	15	25	48	9.090909
"5bb6413cb4dca50001df0096"	16	20	48	9.090909
"5bb6413cb4dca50001df0096"	17	50	6	55.55556
"5bb6413cb4dca50001df0096"	18	25	84	4.545455
"5bdcd0de703cd5000103924a"	1	40	2	77.08333
"5bdcd0de703cd5000103924a"	2	30	12	67.5
"5bdcd0de703cd5000103924a"	3	25	1	78.57143
"5bdcd0de703cd5000103924a"	4	30	6	72.5
"5bdcd0de703cd5000103924a"	5	0	.25	100
"5bdcd0de703cd5000103924a"	6	10	6	87.5
"5bdcd0de703cd5000103924a"	7	25	6	82.5
"5bdcd0de703cd5000103924a"	8	15	24	69.04762
"5bdcd0de703cd5000103924a"	9	20	23	62.5
"5bdcd0de703cd5000103924a"	10	5	84	45.23809
"5bdcd0de703cd5000103924a"	11	5	2	89.58333
"5bdcd0de703cd5000103924a"	12	5	83	35.41666
"5bdcd0de703cd5000103924a"	13	10	1	92.30769
"5bdcd0de703cd5000103924a"	14	30	8	81.48148
"5bdcd0de703cd5000103924a"	15	10	84	40
"5bdcd0de703cd5000103924a"	16	15	4	92.59259
"5bdcd0de703cd5000103924a"	17	15	4	92.59259
"5bdcd0de703cd5000103924a"	18	0	1	100
"5beb92fbe0a3940001543d8c"	1	50	8	43.75
"5beb92fbe0a3940001543d8c"	2	40	1	54
"5beb92fbe0a3940001543d8c"	3	30	2	52.5
"5beb92fbe0a3940001543d8c"	4	40	4	35.41666
"5beb92fbe0a3940001543d8c"	5	20	.25	73.80952
"5beb92fbe0a3940001543d8c"	6	10	83	100
"5beb92fbe0a3940001543d8c"	7	20	1	54.76191
"5beb92fbe0a3940001543d8c"	8	5	36	100
"5beb92fbe0a3940001543d8c"	9	25	1	54.76191
"5beb92fbe0a3940001543d8c"	10	30	4	64.58333
"5beb92fbe0a3940001543d8c"	11	10	.25	85.41667
"5beb92fbe0a3940001543d8c"	12	20	8	52.08333
"5beb92fbe0a3940001543d8c"	13	15	84	43.47826
"5beb92fbe0a3940001543d8c"	14	20	84	32.6087
"5beb92fbe0a3940001543d8c"	15	35	12	48.07692
"5beb92fbe0a3940001543d8c"	16	25	1	50
"5beb92fbe0a3940001543d8c"	17	25	6	38.46154
"5beb92fbe0a3940001543d8c"	18	30	6	76.92308
"5c04872c55614800012b7cf0"	1	20	4	97.5
"5c04872c55614800012b7cf0"	2	45	84	16.66667
"5c04872c55614800012b7cf0"	3	30	48	15.90909
"5c04872c55614800012b7cf0"	4	15	84	11.90476
"5c04872c55614800012b7cf0"	5	10	6	97.72727
"5c04872c55614800012b7cf0"	6	10	4	97.5
"5c04872c55614800012b7cf0"	7	10	6	97.72727
"5c04872c55614800012b7cf0"	8	25	12	88.63636
"5c04872c55614800012b7cf0"	9	20	47	19.56522
"5c04872c55614800012b7cf0"	10	15	8	92.5
"5c04872c55614800012b7cf0"	11	35	23	38
"5c04872c55614800012b7cf0"	12	10	4	97.5
"5c04872c55614800012b7cf0"	13	10	4	100
"5c04872c55614800012b7cf0"	14	25	8	96.15385
"5c04872c55614800012b7cf0"	15	0	.25	100
"5c04872c55614800012b7cf0"	16	0	.25	100
"5c04872c55614800012b7cf0"	17	35	84	25
"5c04872c55614800012b7cf0"	18	20	4	96.15385
"5c1199258b095d00015cf0ec"	1	5	.25	86
"5c1199258b095d00015cf0ec"	2	20	8	37.5
"5c1199258b095d00015cf0ec"	3	0	83	2.272727
"5c1199258b095d00015cf0ec"	4	5	12	14.58333
"5c1199258b095d00015cf0ec"	5	10	4	47.5
"5c1199258b095d00015cf0ec"	6	25	24	37.5
"5c1199258b095d00015cf0ec"	7	5	.25	88.63636
"5c1199258b095d00015cf0ec"	8	15	4	57.5
"5c1199258b095d00015cf0ec"	9	20	6	43.75
"5c1199258b095d00015cf0ec"	10	10	24	22.5
"5c1199258b095d00015cf0ec"	11	5	6	56.25
"5c1199258b095d00015cf0ec"	12	10	4	52.5
"5c1199258b095d00015cf0ec"	13	5	1	77.5
"5c1199258b095d00015cf0ec"	14	5	8	58.33333
"5c1199258b095d00015cf0ec"	15	0	84	10.52632
"5c1199258b095d00015cf0ec"	16	0	84	10.52632
"5c1199258b095d00015cf0ec"	17	5	4	56.25
"5c1199258b095d00015cf0ec"	18	5	4	56.25
"5c22f28d70d93a0001201738"	1	0	8	93.75
"5c22f28d70d93a0001201738"	2	0	1	97.82609
"5c22f28d70d93a0001201738"	3	0	6	93.47826
"5c22f28d70d93a0001201738"	4	0	12	93.47826
"5c22f28d70d93a0001201738"	5	0	1	97.82609
"5c22f28d70d93a0001201738"	6	0	1	97.5
"5c22f28d70d93a0001201738"	7	0	4	97.91667
"5c22f28d70d93a0001201738"	8	0	4	97.91667
"5c22f28d70d93a0001201738"	9	0	6	93.47826
"5c22f28d70d93a0001201738"	10	0	36	61.36364
"5c22f28d70d93a0001201738"	11	0	23	72.5
"5c22f28d70d93a0001201738"	12	0	6	93.47826
"5c22f28d70d93a0001201738"	13	0	6	91.66667
"5c22f28d70d93a0001201738"	14	0	.25	97.82609
"5c22f28d70d93a0001201738"	15	0	12	91.66667
"5c22f28d70d93a0001201738"	16	0	84	62.5
"5c22f28d70d93a0001201738"	17	0	6	95.83333
"5c22f28d70d93a0001201738"	18	0	.25	97.82609
"5c2cdb4e213a1a0001b9c475"	1	40	2	84.78261
"5c2cdb4e213a1a0001b9c475"	2	10	83	38
"5c2cdb4e213a1a0001b9c475"	3	50	12	52.27272
"5c2cdb4e213a1a0001b9c475"	4	70	48	38
"5c2cdb4e213a1a0001b9c475"	5	5	4	85.41667
"5c2cdb4e213a1a0001b9c475"	6	25	4	39.58334
"5c2cdb4e213a1a0001b9c475"	7	5	6	88.63636
"5c2cdb4e213a1a0001b9c475"	8	50	8	81.25
"5c2cdb4e213a1a0001b9c475"	9	5	2	100
"5c2cdb4e213a1a0001b9c475"	10	60	23	54.34782
"5c2cdb4e213a1a0001b9c475"	11	20	6	84.0909
"5c2cdb4e213a1a0001b9c475"	12	20	8	85.41667
"5c2cdb4e213a1a0001b9c475"	13	20	4	75
"5c2cdb4e213a1a0001b9c475"	14	0	.25	98
"5c2cdb4e213a1a0001b9c475"	15	30	2	90.9091
"5c2cdb4e213a1a0001b9c475"	16	0	.25	98
"5c2cdb4e213a1a0001b9c475"	17	25	8	87.5
"5c2cdb4e213a1a0001b9c475"	18	0	4	100
"5c33d22b6f160f0001349d6b"	1	50	83	50
"5c33d22b6f160f0001349d6b"	2	10	.25	84.78261
"5c33d22b6f160f0001349d6b"	3	35	4	69.04762
"5c33d22b6f160f0001349d6b"	4	25	6	79.54546
"5c33d22b6f160f0001349d6b"	5	25	12	56.81818
"5c33d22b6f160f0001349d6b"	6	20	1	87.5
"5c33d22b6f160f0001349d6b"	7	20	1	87.5
"5c33d22b6f160f0001349d6b"	8	15	.25	78.57143
"5c33d22b6f160f0001349d6b"	9	25	8	69.04762
"5c33d22b6f160f0001349d6b"	10	25	6	56.81818
"5c33d22b6f160f0001349d6b"	11	25	4	59.52381
"5c33d22b6f160f0001349d6b"	12	25	6	56.81818
"5c33d22b6f160f0001349d6b"	13	30	8	62.5
"5c33d22b6f160f0001349d6b"	14	45	84	57.14286
"5c33d22b6f160f0001349d6b"	15	15	4	77.08333
"5c33d22b6f160f0001349d6b"	16	5	.25	96.15385
"5c33d22b6f160f0001349d6b"	17	30	4	79.16667
"5c33d22b6f160f0001349d6b"	18	45	84	57.14286
"5c4de8f726093e000134ee6e"	1	0	4	90
