prolific_id	round	cognitive_uncertainty	time_late	present_value
"602da47c5bdba48499deacc7"	9	0	24	29.54545
"602da47c5bdba48499deacc7"	10	0	.25	93.75
"602da47c5bdba48499deacc7"	11	0	6	47.91666
"602da47c5bdba48499deacc7"	12	0	84	17.5
"602da47c5bdba48499deacc7"	13	0	24	21.05263
"602da47c5bdba48499deacc7"	14	0	4	55.55556
"602da47c5bdba48499deacc7"	15	0	8	48.14815
"602da47c5bdba48499deacc7"	16	0	24	26.31579
"602da47c5bdba48499deacc7"	17	0	1	71.42857
"602da47c5bdba48499deacc7"	18	10	4	55.55556
"602f28d4fb5e68be139e29f9"	1	10	23	64.58333
"602f28d4fb5e68be139e29f9"	2	20	84	46
"602f28d4fb5e68be139e29f9"	3	20	48	60.41667
"602f28d4fb5e68be139e29f9"	4	15	83	52.5
"602f28d4fb5e68be139e29f9"	5	25	4	77.08333
"602f28d4fb5e68be139e29f9"	6	20	1	97.5
"602f28d4fb5e68be139e29f9"	7	30	8	56.25
"602f28d4fb5e68be139e29f9"	8	15	2	97.5
"602f28d4fb5e68be139e29f9"	9	5	2	97.5
"602f28d4fb5e68be139e29f9"	10	20	24	50
"602f28d4fb5e68be139e29f9"	11	10	4	93.75
"602f28d4fb5e68be139e29f9"	12	15	4	85.41667
"602f28d4fb5e68be139e29f9"	13	30	12	79.54546
"602f28d4fb5e68be139e29f9"	14	0	.25	100
"602f28d4fb5e68be139e29f9"	15	10	6	79.54546
"602f28d4fb5e68be139e29f9"	16	0	.25	100
"602f28d4fb5e68be139e29f9"	17	10	36	54.34782
"602f28d4fb5e68be139e29f9"	18	25	6	77.27273
"602f3f4b63f201c29e4a09e6"	1	5	4	78
"602f3f4b63f201c29e4a09e6"	2	25	6	62.5
"602f3f4b63f201c29e4a09e6"	3	40	11	67.3913
"602f3f4b63f201c29e4a09e6"	4	35	8	66
"602f3f4b63f201c29e4a09e6"	5	30	4	70
"602f3f4b63f201c29e4a09e6"	6	35	6	67.5
"602f3f4b63f201c29e4a09e6"	7	25	4	74
"602f3f4b63f201c29e4a09e6"	8	50	23	54.76191
"602f3f4b63f201c29e4a09e6"	9	50	48	43.75
"602f3f4b63f201c29e4a09e6"	10	50	1	92.85714
"602f3f4b63f201c29e4a09e6"	11	50	12	47.5
"602f3f4b63f201c29e4a09e6"	12	50	48	22.91667
"602f3f4b63f201c29e4a09e6"	13	0	1	95.2381
"602f3f4b63f201c29e4a09e6"	14	15	4	83.33333
"602f3f4b63f201c29e4a09e6"	15	25	8	72.22222
"602f3f4b63f201c29e4a09e6"	16	25	4	77.77778
"602f3f4b63f201c29e4a09e6"	17	0	.25	100
"602f3f4b63f201c29e4a09e6"	18	0	1	90.47619
"60303a43a11bc8e8a9d8037b"	1	95	24	89.58333
"60303a43a11bc8e8a9d8037b"	2	20	1	89.58333
"60303a43a11bc8e8a9d8037b"	3	20	6	94
"60303a43a11bc8e8a9d8037b"	4	20	24	93.75
"60303a43a11bc8e8a9d8037b"	5	20	6	94
"60303a43a11bc8e8a9d8037b"	6	15	4	93.75
"60303a43a11bc8e8a9d8037b"	7	20	4	93.75
"60303a43a11bc8e8a9d8037b"	8	20	12	82
"60303a43a11bc8e8a9d8037b"	9	20	11	88.09524
"60303a43a11bc8e8a9d8037b"	10	25	6	82
"60303a43a11bc8e8a9d8037b"	11	20	8	89.58333
"60303a43a11bc8e8a9d8037b"	12	20	47	68.75
"60303a43a11bc8e8a9d8037b"	13	5	6	94.23077
"60303a43a11bc8e8a9d8037b"	14	30	36	92.10526
"60303a43a11bc8e8a9d8037b"	15	10	.25	97.82609
"60303a43a11bc8e8a9d8037b"	16	30	6	96.15385
"60303a43a11bc8e8a9d8037b"	17	15	.25	93.47826
"60303a43a11bc8e8a9d8037b"	18	20	12	96.15385
"6035a9101015046a77be27b2"	1	5	4	63.04348
"6035a9101015046a77be27b2"	2	0	.25	97.5
"6035a9101015046a77be27b2"	3	10	6	52.08333
"6035a9101015046a77be27b2"	4	5	4	63.04348
"6035a9101015046a77be27b2"	5	0	8	41.30435
"6035a9101015046a77be27b2"	6	5	4	54.34782
"6035a9101015046a77be27b2"	7	0	12	39.58334
"6035a9101015046a77be27b2"	8	0	83	43.18182
"6035a9101015046a77be27b2"	9	0	1	92.85714
"6035a9101015046a77be27b2"	10	0	.25	97.5
"6035a9101015046a77be27b2"	11	0	.25	97.72727
"6035a9101015046a77be27b2"	12	0	6	81.25
"6035a9101015046a77be27b2"	13	5	1	90
"6035a9101015046a77be27b2"	14	5	6	54.34782
"6035a9101015046a77be27b2"	15	5	2	89.28571
"6035a9101015046a77be27b2"	16	0	12	43.47826
"6035a9101015046a77be27b2"	17	5	6	86.95652
"6035a9101015046a77be27b2"	18	0	1	100
"60379dc17dc2aa000830366e"	1	20	5	52.27272
"60379dc17dc2aa000830366e"	2	35	47	2.5
"60379dc17dc2aa000830366e"	3	15	36	2.083333
"60379dc17dc2aa000830366e"	4	10	4	100
"60379dc17dc2aa000830366e"	5	25	.25	30.95238
"60379dc17dc2aa000830366e"	6	20	4	92.5
"60379dc17dc2aa000830366e"	7	20	8	92.5
"60379dc17dc2aa000830366e"	8	35	23	78
"60379dc17dc2aa000830366e"	9	10	4	87.5
"60379dc17dc2aa000830366e"	10	20	.25	78.57143
"60379dc17dc2aa000830366e"	11	20	84	79.54546
"60379dc17dc2aa000830366e"	12	40	2	67.3913
"60379dc17dc2aa000830366e"	13	0	36	71.42857
"60379dc17dc2aa000830366e"	14	15	84	22.72727
"60379dc17dc2aa000830366e"	15	30	8	52.08333
"60379dc17dc2aa000830366e"	16	5	4	62.5
"60379dc17dc2aa000830366e"	17	5	36	11.90476
"60379dc17dc2aa000830366e"	18	10	4	62.5
"603862f99e00971c55fe0874"	1	15	1	85.41667
"603862f99e00971c55fe0874"	2	40	84	21.42857
"603862f99e00971c55fe0874"	3	25	1	71.73913
"603862f99e00971c55fe0874"	4	25	1	64.58333
"603862f99e00971c55fe0874"	5	10	.25	85.41667
"603862f99e00971c55fe0874"	6	45	6	58
"603862f99e00971c55fe0874"	7	35	8	38
"603862f99e00971c55fe0874"	8	50	4	66
"603862f99e00971c55fe0874"	9	60	4	50
"603862f99e00971c55fe0874"	10	85	12	38
"603862f99e00971c55fe0874"	11	80	6	46
"603862f99e00971c55fe0874"	12	55	4	62
"603862f99e00971c55fe0874"	13	45	6	57.14286
"603862f99e00971c55fe0874"	14	35	24	41.66666
"603862f99e00971c55fe0874"	15	50	24	27.77778
"603862f99e00971c55fe0874"	16	30	6	53.57143
"603862f99e00971c55fe0874"	17	60	12	35.71429
"603862f99e00971c55fe0874"	18	30	2	65.21739
"603931b64d34b63fcd10a723"	1	0	8	18
"603931b64d34b63fcd10a723"	2	15	6	10.86957
"603931b64d34b63fcd10a723"	3	15	6	10.86957
"603931b64d34b63fcd10a723"	4	0	36	2.5
"603931b64d34b63fcd10a723"	5	0	6	15.21739
"603931b64d34b63fcd10a723"	6	0	.25	83.33333
"603931b64d34b63fcd10a723"	7	0	36	2.5
"603931b64d34b63fcd10a723"	8	0	1	76.08696
"603931b64d34b63fcd10a723"	9	0	4	14
"603931b64d34b63fcd10a723"	10	0	11	6.818182
"603931b64d34b63fcd10a723"	11	0	4	22
"603931b64d34b63fcd10a723"	12	10	12	2.173913
"603931b64d34b63fcd10a723"	13	0	24	4.166667
"603931b64d34b63fcd10a723"	14	10	4	74.07407
"603931b64d34b63fcd10a723"	15	0	1	82.14286
"603931b64d34b63fcd10a723"	16	0	8	14.81481
"603931b64d34b63fcd10a723"	17	0	1	80.35714
"603931b64d34b63fcd10a723"	18	15	4	74.07407
"55e890425e4d360005cc28a6"	1	85	6	12.5
"55e890425e4d360005cc28a6"	2	65	4	34.09091
"55e890425e4d360005cc28a6"	3	90	12	27.5
"55e890425e4d360005cc28a6"	4	70	48	22.5
"55e890425e4d360005cc28a6"	5	60	6	17.5
"55e890425e4d360005cc28a6"	6	90	83	2.5
"55e890425e4d360005cc28a6"	7	50	8	61.36364
"55e890425e4d360005cc28a6"	8	95	84	16.66667
"55e890425e4d360005cc28a6"	9	90	8	38.63636
"55e890425e4d360005cc28a6"	10	95	83	22.5
"55e890425e4d360005cc28a6"	11	90	11	22
"55e890425e4d360005cc28a6"	12	55	4	47.72727
"55e890425e4d360005cc28a6"	13	15	4	42.10526
"55e890425e4d360005cc28a6"	14	15	8	44.73684
"55e890425e4d360005cc28a6"	15	5	.25	64.81481
"55e890425e4d360005cc28a6"	16	25	4	47.36842
"55e890425e4d360005cc28a6"	17	35	.25	55.55556
"55e890425e4d360005cc28a6"	18	20	1	38.88889
"565b530110593c0005ff97e4"	1	55	11	47.5
"565b530110593c0005ff97e4"	2	80	23	56.25
"565b530110593c0005ff97e4"	3	85	6	57.5
"565b530110593c0005ff97e4"	4	65	12	57.5
"565b530110593c0005ff97e4"	5	50	6	52.5
"565b530110593c0005ff97e4"	6	20	84	22.91667
"565b530110593c0005ff97e4"	7	55	6	52.5
"565b530110593c0005ff97e4"	8	35	4	58
"565b530110593c0005ff97e4"	9	65	36	39.58334
"565b530110593c0005ff97e4"	10	60	4	54
"565b530110593c0005ff97e4"	11	25	8	46
"565b530110593c0005ff97e4"	12	15	84	18.75
"565b530110593c0005ff97e4"	13	75	36	35.71429
"565b530110593c0005ff97e4"	14	90	84	56.81818
"565b530110593c0005ff97e4"	15	35	12	37.5
"565b530110593c0005ff97e4"	16	25	36	26.78571
"565b530110593c0005ff97e4"	17	90	6	62.5
"565b530110593c0005ff97e4"	18	5	6	83.33333
"59e833e72f63d30001c8fb86"	1	85	48	97.61904
"59e833e72f63d30001c8fb86"	2	0	83	2
"59e833e72f63d30001c8fb86"	3	10	4	47.91666
"59e833e72f63d30001c8fb86"	4	15	12	47.5
"59e833e72f63d30001c8fb86"	5	25	11	43.18182
"59e833e72f63d30001c8fb86"	6	25	4	60.41667
"59e833e72f63d30001c8fb86"	7	15	8	39.58334
"59e833e72f63d30001c8fb86"	8	35	6	57.5
"59e833e72f63d30001c8fb86"	9	5	12	22.5
"59e833e72f63d30001c8fb86"	10	20	4	39.58334
"59e833e72f63d30001c8fb86"	11	30	6	47.5
"59e833e72f63d30001c8fb86"	12	20	2	26.19048
"59e833e72f63d30001c8fb86"	13	10	4	32.6087
"59e833e72f63d30001c8fb86"	14	25	1	48.07692
"59e833e72f63d30001c8fb86"	15	60	1	38.46154
"59e833e72f63d30001c8fb86"	16	20	8	26.08696
"59e833e72f63d30001c8fb86"	17	30	4	52.17391
"59e833e72f63d30001c8fb86"	18	10	2	42.85714
"5a4ffbc076d1c60001aa9438"	1	0	4	2.5
"5a4ffbc076d1c60001aa9438"	2	0	6	2.083333
"5a4ffbc076d1c60001aa9438"	3	0	6	2.083333
"5a4ffbc076d1c60001aa9438"	4	0	24	2.173913
"5a4ffbc076d1c60001aa9438"	5	0	11	2.272727
"5a4ffbc076d1c60001aa9438"	6	20	.25	88.63636
"5a4ffbc076d1c60001aa9438"	7	0	8	2.5
"5a4ffbc076d1c60001aa9438"	8	0	84	2.083333
"5a4ffbc076d1c60001aa9438"	9	0	4	2.5
"5a4ffbc076d1c60001aa9438"	10	0	4	2.5
"5a4ffbc076d1c60001aa9438"	11	0	12	2.083333
"5a4ffbc076d1c60001aa9438"	12	0	6	2.083333
"5a4ffbc076d1c60001aa9438"	13	50	48	55.55556
"5a4ffbc076d1c60001aa9438"	14	95	4	100
"5a4ffbc076d1c60001aa9438"	15	95	8	100
"5a4ffbc076d1c60001aa9438"	16	10	48	27.77778
"5a4ffbc076d1c60001aa9438"	17	60	.25	74.07407
"5a4ffbc076d1c60001aa9438"	18	95	4	30
"5a99003d777df200015ff521"	1	50	24	2.083333
"5a99003d777df200015ff521"	2	30	8	65.9091
"5a99003d777df200015ff521"	3	30	6	66
"5a99003d777df200015ff521"	4	35	4	65.9091
"5a99003d777df200015ff521"	5	35	.25	60.41667
"5a99003d777df200015ff521"	6	40	84	2.173913
"5a99003d777df200015ff521"	7	30	47	2.173913
"5a99003d777df200015ff521"	8	35	4	52.27272
"5a99003d777df200015ff521"	9	25	.25	64.58333
"5a99003d777df200015ff521"	10	20	6	54
"5a99003d777df200015ff521"	11	30	12	2
"5a99003d777df200015ff521"	12	30	4	52.27272
"5a99003d777df200015ff521"	13	30	12	17.85714
"5a99003d777df200015ff521"	14	25	48	8.928572
"5a99003d777df200015ff521"	15	30	6	53.57143
"5a99003d777df200015ff521"	16	30	6	48.21429
"5a99003d777df200015ff521"	17	30	84	5.555556
"5a99003d777df200015ff521"	18	25	48	5.357143
"5abd2b4fe734400001d9ee98"	1	10	4	77.5
"5abd2b4fe734400001d9ee98"	2	40	6	50
"5abd2b4fe734400001d9ee98"	3	20	.25	78.57143
"5abd2b4fe734400001d9ee98"	4	40	4	57.5
"5abd2b4fe734400001d9ee98"	5	35	12	50
"5abd2b4fe734400001d9ee98"	6	30	8	57.5
"5abd2b4fe734400001d9ee98"	7	30	5	54
"5abd2b4fe734400001d9ee98"	8	10	6	62
"5abd2b4fe734400001d9ee98"	9	15	.25	67.3913
"5abd2b4fe734400001d9ee98"	10	30	2	67.5
"5abd2b4fe734400001d9ee98"	11	10	12	46
"5abd2b4fe734400001d9ee98"	12	10	.25	89.13044
"5abd2b4fe734400001d9ee98"	13	30	12	52.08333
"5abd2b4fe734400001d9ee98"	14	40	6	52.08333
"5abd2b4fe734400001d9ee98"	15	25	24	25
"5abd2b4fe734400001d9ee98"	16	5	84	13.1579
"5abd2b4fe734400001d9ee98"	17	20	84	13.1579
"5abd2b4fe734400001d9ee98"	18	30	6	62.5
"5ac5a9a9f69e940001d984b5"	1	0	83	2.083333
"5ac5a9a9f69e940001d984b5"	2	25	4	52.27272
"5ac5a9a9f69e940001d984b5"	3	50	24	2.083333
"5ac5a9a9f69e940001d984b5"	4	50	8	47.72727
"5ac5a9a9f69e940001d984b5"	5	40	12	2.380952
"5ac5a9a9f69e940001d984b5"	6	30	6	50
"5ac5a9a9f69e940001d984b5"	7	50	6	50
"5ac5a9a9f69e940001d984b5"	8	25	12	2.380952
"5ac5a9a9f69e940001d984b5"	9	90	.25	2.272727
"5ac5a9a9f69e940001d984b5"	10	0	48	47.72727
"5ac5a9a9f69e940001d984b5"	11	0	48	2.272727
"5ac5a9a9f69e940001d984b5"	12	80	4	2.272727
"5ac5a9a9f69e940001d984b5"	13	0	6	82.14286
"5ac5a9a9f69e940001d984b5"	14	0	.25	100
"5ac5a9a9f69e940001d984b5"	15	0	12	100
"5ac5a9a9f69e940001d984b5"	16	0	6	100
"5ac5a9a9f69e940001d984b5"	17	0	.25	100
"5ac5a9a9f69e940001d984b5"	18	0	36	100
"5af9b78246f0040001e34b19"	1	0	24	100
"5af9b78246f0040001e34b19"	2	5	4	100
"5af9b78246f0040001e34b19"	3	20	8	100
"5af9b78246f0040001e34b19"	4	45	47	100
"5af9b78246f0040001e34b19"	5	25	4	54
"5af9b78246f0040001e34b19"	6	0	6	100
"5af9b78246f0040001e34b19"	7	70	6	56.81818
"5af9b78246f0040001e34b19"	8	95	4	30
"5af9b78246f0040001e34b19"	9	70	1	56.25
"5af9b78246f0040001e34b19"	10	95	6	52.27272
"5af9b78246f0040001e34b19"	11	100	12	61.36364
"5af9b78246f0040001e34b19"	12	0	2	100
"5af9b78246f0040001e34b19"	13	50	6	100
"5af9b78246f0040001e34b19"	14	50	6	100
"5af9b78246f0040001e34b19"	15	10	1	100
"5af9b78246f0040001e34b19"	16	40	12	100
"5af9b78246f0040001e34b19"	17	50	48	100
"5af9b78246f0040001e34b19"	18	55	48	100
"5b1690e6f6cef00001428471"	1	20	4	98
"5b1690e6f6cef00001428471"	2	15	6	97.5
"5b1690e6f6cef00001428471"	3	0	83	97.91667
"5b1690e6f6cef00001428471"	4	0	4	98
"5b1690e6f6cef00001428471"	5	0	8	98
"5b1690e6f6cef00001428471"	6	0	11	97.5
"5b1690e6f6cef00001428471"	7	0	.25	97.61904
"5b1690e6f6cef00001428471"	8	0	6	97.5
"5b1690e6f6cef00001428471"	9	0	4	98
"5b1690e6f6cef00001428471"	10	0	12	97.5
"5b1690e6f6cef00001428471"	11	0	36	97.72727
"5b1690e6f6cef00001428471"	12	0	36	97.72727
"5b1690e6f6cef00001428471"	13	10	12	100
"5b1690e6f6cef00001428471"	14	5	6	90.9091
"5b1690e6f6cef00001428471"	15	10	6	90.9091
"5b1690e6f6cef00001428471"	16	30	24	100
"5b1690e6f6cef00001428471"	17	20	1	97.22222
"5b1690e6f6cef00001428471"	18	20	24	100
"5b29d2bca7cee100011dfddb"	1	5	12	6.25
"5b29d2bca7cee100011dfddb"	2	5	6	14.58333
"5b29d2bca7cee100011dfddb"	3	5	6	47.91666
"5b29d2bca7cee100011dfddb"	4	15	2	42
"5b29d2bca7cee100011dfddb"	5	5	23	2.083333
"5b29d2bca7cee100011dfddb"	6	20	.25	35.41666
"5b29d2bca7cee100011dfddb"	7	15	4	22
"5b29d2bca7cee100011dfddb"	8	5	4	46
"5b29d2bca7cee100011dfddb"	9	30	8	18
"5b29d2bca7cee100011dfddb"	10	30	4	18
"5b29d2bca7cee100011dfddb"	11	20	11	7.5
"5b29d2bca7cee100011dfddb"	12	5	6	47.91666
"5b29d2bca7cee100011dfddb"	13	5	4	50
"5b29d2bca7cee100011dfddb"	14	15	4	12.5
"5b29d2bca7cee100011dfddb"	15	20	8	7.5
"5b29d2bca7cee100011dfddb"	16	15	2	50
"5b29d2bca7cee100011dfddb"	17	25	48	9.615385
"5b29d2bca7cee100011dfddb"	18	15	2	34.09091
"5b688bd8ca518a0001c7b41c"	1	25	5	69.04762
"5b688bd8ca518a0001c7b41c"	2	10	6	47.91666
"5b688bd8ca518a0001c7b41c"	3	30	12	56.25
"5b688bd8ca518a0001c7b41c"	4	25	48	47.5
"5b688bd8ca518a0001c7b41c"	5	15	5	50
"5b688bd8ca518a0001c7b41c"	6	40	4	45.23809
"5b688bd8ca518a0001c7b41c"	7	25	2	54
"5b688bd8ca518a0001c7b41c"	8	35	23	45.23809
"5b688bd8ca518a0001c7b41c"	9	20	8	50
"5b688bd8ca518a0001c7b41c"	10	10	6	47.91666
"5b688bd8ca518a0001c7b41c"	11	10	4	50
"5b688bd8ca518a0001c7b41c"	12	35	4	54.76191
"5b688bd8ca518a0001c7b41c"	13	30	36	43.47826
"5b688bd8ca518a0001c7b41c"	14	20	8	44.44445
"5b688bd8ca518a0001c7b41c"	15	0	.25	100
"5b688bd8ca518a0001c7b41c"	16	10	4	55.55556
"5b688bd8ca518a0001c7b41c"	17	15	.25	100
"5b688bd8ca518a0001c7b41c"	18	20	4	46.2963
"5b8da69371a43f000184a352"	1	50	24	54.34782
"5b8da69371a43f000184a352"	2	30	6	78
"5b8da69371a43f000184a352"	3	25	12	62
"5b8da69371a43f000184a352"	4	30	4	88.09524
"5b8da69371a43f000184a352"	5	30	84	68.75
"5b8da69371a43f000184a352"	6	55	4	83.33333
"5b8da69371a43f000184a352"	7	30	6	78
"5b8da69371a43f000184a352"	8	45	8	78.57143
"5b8da69371a43f000184a352"	9	20	23	47.5
"5b8da69371a43f000184a352"	10	50	4	83.33333
"5b8da69371a43f000184a352"	11	20	23	72.5
"5b8da69371a43f000184a352"	12	60	5	59.52381
"5b8da69371a43f000184a352"	13	20	6	96.15385
"5b8da69371a43f000184a352"	14	20	48	86.53847
"5b8da69371a43f000184a352"	15	30	12	57.69231
"5b8da69371a43f000184a352"	16	30	6	82.69231
"5b8da69371a43f000184a352"	17	55	36	96.15385
"5b8da69371a43f000184a352"	18	10	36	76.92308
"5b97f70161c19e00018db4a8"	1	15	12	89.58333
"5b97f70161c19e00018db4a8"	2	20	4	84.0909
"5b97f70161c19e00018db4a8"	3	15	83	82
"5b97f70161c19e00018db4a8"	4	15	36	87.5
"5b97f70161c19e00018db4a8"	5	20	8	84.0909
"5b97f70161c19e00018db4a8"	6	15	83	86
"5b97f70161c19e00018db4a8"	7	15	23	86
"5b97f70161c19e00018db4a8"	8	20	6	85.41667
"5b97f70161c19e00018db4a8"	9	25	84	82.5
"5b97f70161c19e00018db4a8"	10	30	6	85.41667
"5b97f70161c19e00018db4a8"	11	35	4	84.0909
"5b97f70161c19e00018db4a8"	12	35	4	79.54546
"5b97f70161c19e00018db4a8"	13	70	2	95.83333
"5b97f70161c19e00018db4a8"	14	80	12	88.46153
"5b97f70161c19e00018db4a8"	15	20	.25	96.15385
"5b97f70161c19e00018db4a8"	16	25	2	89.58333
"5b97f70161c19e00018db4a8"	17	70	6	86.53847
"5b97f70161c19e00018db4a8"	18	60	6	84.61539
"5bd0607192f92c0001f84021"	1	30	12	52.5
"5bd0607192f92c0001f84021"	2	0	8	98
"5bd0607192f92c0001f84021"	3	25	36	47.91666
"5bd0607192f92c0001f84021"	4	0	4	98
"5bd0607192f92c0001f84021"	5	0	6	97.5
"5bd0607192f92c0001f84021"	6	20	4	98
"5bd0607192f92c0001f84021"	7	0	.25	97.91667
"5bd0607192f92c0001f84021"	8	0	6	97.5
"5bd0607192f92c0001f84021"	9	0	6	97.5
"5bd0607192f92c0001f84021"	10	0	1	97.5
"5bd0607192f92c0001f84021"	11	0	4	98
"5bd0607192f92c0001f84021"	12	75	83	2.173913
"5bd0607192f92c0001f84021"	13	0	4	50
"5bd0607192f92c0001f84021"	14	25	4	100
"5bd0607192f92c0001f84021"	15	0	.25	100
"5bd0607192f92c0001f84021"	16	5	8	87.5
"5bd0607192f92c0001f84021"	17	0	.25	100
"5bd0607192f92c0001f84021"	18	30	84	50
"5be2beac398f560001a58df7"	1	0	4	50
"5be2beac398f560001a58df7"	2	0	12	52.08333
"5be2beac398f560001a58df7"	3	0	4	62
"5be2beac398f560001a58df7"	4	0	1	77.5
"5be2beac398f560001a58df7"	5	0	48	67.3913
"5be2beac398f560001a58df7"	6	0	1	77.5
"5be2beac398f560001a58df7"	7	0	6	64.58333
"5be2beac398f560001a58df7"	8	0	8	62
"5be2beac398f560001a58df7"	9	0	6	60.41667
"5be2beac398f560001a58df7"	10	0	8	62
"5be2beac398f560001a58df7"	11	0	84	64.58333
"5be2beac398f560001a58df7"	12	0	11	73.80952
"5be2beac398f560001a58df7"	13	0	1	100
"5be2beac398f560001a58df7"	14	0	4	100
"5be2beac398f560001a58df7"	15	0	1	100
"5be2beac398f560001a58df7"	16	0	8	100
"5be2beac398f560001a58df7"	17	0	24	100
"5be2beac398f560001a58df7"	18	0	4	100
"5c3fb71b36052e00016bb1a6"	1	15	8	65.9091
"5c3fb71b36052e00016bb1a6"	2	45	24	56.25
"5c3fb71b36052e00016bb1a6"	3	0	1	100
"5c3fb71b36052e00016bb1a6"	4	35	6	67.3913
"5c3fb71b36052e00016bb1a6"	5	10	11	82
"5c3fb71b36052e00016bb1a6"	6	80	47	43.18182
"5c3fb71b36052e00016bb1a6"	7	5	4	93.18182
"5c3fb71b36052e00016bb1a6"	8	70	6	76.08696
"5c3fb71b36052e00016bb1a6"	9	45	6	84.78261
"5c3fb71b36052e00016bb1a6"	10	0	11	86
"5c3fb71b36052e00016bb1a6"	11	35	12	80.43478
"5c3fb71b36052e00016bb1a6"	12	10	4	88.63636
"5c3fb71b36052e00016bb1a6"	13	25	1	92.59259
"5c3fb71b36052e00016bb1a6"	14	40	36	80
"5c3fb71b36052e00016bb1a6"	15	10	4	83.33333
"5c3fb71b36052e00016bb1a6"	16	5	1	92.59259
"5c3fb71b36052e00016bb1a6"	17	5	8	83.33333
"5c3fb71b36052e00016bb1a6"	18	25	4	90.47619
"5c7070519f9392000150023c"	1	0	24	2
"5c7070519f9392000150023c"	2	95	36	2
"5c7070519f9392000150023c"	3	5	12	2.5
"5c7070519f9392000150023c"	4	0	8	65.9091
"5c7070519f9392000150023c"	5	95	4	100
"5c7070519f9392000150023c"	6	45	6	62.5
"5c7070519f9392000150023c"	7	0	83	2.380952
"5c7070519f9392000150023c"	8	0	6	2.5
"5c7070519f9392000150023c"	9	0	83	2.380952
"5c7070519f9392000150023c"	10	0	4	65.9091
"5c7070519f9392000150023c"	11	0	1	2.380952
"5c7070519f9392000150023c"	12	0	6	2.5
"5c7070519f9392000150023c"	13	0	4	100
"5c7070519f9392000150023c"	14	0	24	48.07692
"5c7070519f9392000150023c"	15	0	24	48.07692
"5c7070519f9392000150023c"	16	0	4	100
"5c7070519f9392000150023c"	17	0	8	100
"5c7070519f9392000150023c"	18	0	84	100
"5c7336a216dc79000146929b"	1	0	4	2.272727
"5c7336a216dc79000146929b"	2	0	24	2.5
"5c7336a216dc79000146929b"	3	0	8	2.272727
"5c7336a216dc79000146929b"	4	0	36	2.173913
"5c7336a216dc79000146929b"	5	0	6	2.173913
"5c7336a216dc79000146929b"	6	0	11	2.5
"5c7336a216dc79000146929b"	7	0	6	2.173913
"5c7336a216dc79000146929b"	8	0	23	2.380952
"5c7336a216dc79000146929b"	9	0	23	2.380952
"5c7336a216dc79000146929b"	10	0	4	2.272727
"5c7336a216dc79000146929b"	11	0	12	2.173913
"5c7336a216dc79000146929b"	12	0	24	2.5
"5c7336a216dc79000146929b"	13	0	2	90.9091
"5c7336a216dc79000146929b"	14	5	36	83.33333
"5c7336a216dc79000146929b"	15	25	6	100
"5c7336a216dc79000146929b"	16	0	12	97.82609
"5c7336a216dc79000146929b"	17	20	36	83.33333
"5c7336a216dc79000146929b"	18	15	6	86.95652
"5cb5e31e7f36f00001e8dc09"	1	45	8	97.61904
"5cb5e31e7f36f00001e8dc09"	2	5	36	18
"5cb5e31e7f36f00001e8dc09"	3	30	6	45.23809
"5cb5e31e7f36f00001e8dc09"	4	30	4	50
"5cb5e31e7f36f00001e8dc09"	5	0	83	2.272727
"5cb5e31e7f36f00001e8dc09"	6	50	4	45.23809
"5cb5e31e7f36f00001e8dc09"	7	10	6	73.80952
"5cb5e31e7f36f00001e8dc09"	8	5	12	45.23809
"5cb5e31e7f36f00001e8dc09"	9	5	12	45.23809
"5cb5e31e7f36f00001e8dc09"	10	20	47	2.380952
"5cb5e31e7f36f00001e8dc09"	11	40	.25	100
"5cb5e31e7f36f00001e8dc09"	12	30	.25	98
"5cb5e31e7f36f00001e8dc09"	13	0	2	100
"5cb5e31e7f36f00001e8dc09"	14	0	4	100
"5cb5e31e7f36f00001e8dc09"	15	30	4	100
"5cb5e31e7f36f00001e8dc09"	16	0	1	100
"5cb5e31e7f36f00001e8dc09"	17	30	8	54.34782
"5cb5e31e7f36f00001e8dc09"	18	40	2	100
"5cb5f1e080ba1c0001790399"	1	20	4	47.5
"5cb5f1e080ba1c0001790399"	2	15	1	47.5
"5cb5f1e080ba1c0001790399"	3	15	8	47.5
"5cb5f1e080ba1c0001790399"	4	15	4	47.5
"5cb5f1e080ba1c0001790399"	5	15	48	30
"5cb5f1e080ba1c0001790399"	6	10	4	47.5
"5cb5f1e080ba1c0001790399"	7	5	1	60.41667
"5cb5f1e080ba1c0001790399"	8	10	11	42
"5cb5f1e080ba1c0001790399"	9	20	12	34
"5cb5f1e080ba1c0001790399"	10	10	11	42
"5cb5f1e080ba1c0001790399"	11	10	6	46
"5cb5f1e080ba1c0001790399"	12	15	6	38
"5cb5f1e080ba1c0001790399"	13	15	8	27.77778
"5cb5f1e080ba1c0001790399"	14	10	4	27.77778
"5cb5f1e080ba1c0001790399"	15	10	2	47.61905
"5cb5f1e080ba1c0001790399"	16	10	4	27.77778
"5cb5f1e080ba1c0001790399"	17	10	36	20
"5cb5f1e080ba1c0001790399"	18	10	36	20
"5cb9ca6814b3cb0017e4f7dd"	1	15	12	92.85714
"5cb9ca6814b3cb0017e4f7dd"	2	10	8	93.47826
"5cb9ca6814b3cb0017e4f7dd"	3	5	4	97.82609
"5cb9ca6814b3cb0017e4f7dd"	4	30	6	59.52381
